BINs,Type,Score,S_EUI,BBL
1008839,Multifamily Housing,14,195.7,1005480045
1008840,Multifamily Housing,10,174.2,1005480070
1080855,Multifamily Housing,,169.4,1005487501
1008847,Multifamily Housing,,161.5,1005500022
1008850,Multifamily Housing,72,102.4,1005510001
1008875,Residence Hall/Dormitory,97,64.8,1005520024
1008877,Multifamily Housing,,63.6,1005520026
1008892,Multifamily Housing,100,38.4,1005520060
1008894,Multifamily Housing,31,122.2,1005520062
1008904,Multifamily Housing,28,241.9,1005527501
1080117,Hotel,51,291.3,1005537501
1008952,Office,84,188.9,1005540001
1089443,Office,90,164.2,1005540035
1008954,Multifamily Housing,,122,1005550001
1008962,Multifamily Housing,100,,1005550028
1008968,Multifamily Housing,,180.5,1005560001
1078005;1078006;1078007;1078008;1078009;1078010,Multifamily Housing,100,65.2,1005560015
1008977,Multifamily Housing,,148.4,1005560044
1087924,Residence Hall/Dormitory,80,115.6,1005560048
1008982,Other - Entertainment/Public Assembly,,246.6,1005560065
1009001,Multifamily Housing,46,140.6,1005570017
1009006,Multifamily Housing,56,,1005577501
1076070,Residence Hall/Dormitory,35,204.3,1005580037
1009030,Multifamily Housing,,167.3,1005587501
1066890,Multifamily Housing,,191.3,1005587502
1009014,Multifamily Housing,4,181.5,1005587503
1077569,Multifamily Housing,34,208.9,1005590009
1009072,Residence Hall/Dormitory,44,183,1005590012
1085790,Residence Hall/Dormitory,44,215.5,1005590022
1084305,Multifamily Housing,8,174.3,1005590055
1087620,Multifamily Housing,22,157.4,1005597501
1009090,Multifamily Housing,,,1005607501
1009091,Multifamily Housing,6,167.7,1005607502
1009092,Multifamily Housing,4,232.4,1005607503
1009098,Multifamily Housing,,109.3,1005610014
1009100,Multifamily Housing,15,170.3,1005610037
1009101,Multifamily Housing,37,128.3,1005610045
1009099,Multifamily Housing,98,,1005617501
1009095,Multifamily Housing,69,121.4,1005617502
1082677,Multifamily Housing,46,141.8,1005620001
1009108,Office,93,117.2,1005620024
1009112,Residence Hall/Dormitory,81,93.5,1005620030
1009127,Office,85,,1005630001
1009134,Office,70,188.3,1005630031
1009138,Multifamily Housing,26,,1005630037
1009141,Office,94,97.6,1005630046
1009195,Multifamily Housing,41,144.8,1005640001
1009197,Office,3,,1005640007
1009204,Multifamily Housing,87,101.2,1005640026
1009206,Multifamily Housing,26,144.8,1005640031
1009208,Office,89,,1005640034
1009209,Office,64,159,1005640039
Not Available,Hotel,60,269.7,1005640045
1009212,Multifamily Housing,92,115.9,1005640054
1009216;1009213,Retail Store,7,484.6,1005650011
1009217,Retail Store,,262.2,1005650021
See Primary BBL,See Primary BBL,,,1005659021
1009222,Multifamily Housing,31,143.2,1005660001
1009223,Multifamily Housing,,91.5,1005660018
1009226,Multifamily Housing,88,96.1,1005670007
1009238,Multifamily Housing,1,,1005670019
1009224,Multifamily Housing,97,116.6,1005677501
1009250,Residence Hall/Dormitory,61,135.4,1005680001
1009251,Multifamily Housing,99,74.5,1005680004
1009252,Multifamily Housing,51,128.5,1005680006
1032045,Multifamily Housing,,,1005680024
1009272,Multifamily Housing,51,,1005690001
1009275,Multifamily Housing,93,113.1,1005690005
1009294,Multifamily Housing,1,,1005697501
1009333,Multifamily Housing,12,174.4,1005697503
1009390,College/University,,216.8,1005700042
1009373,Office,64,228.5,1005707501
1088879,College/University,,253,1005710001
1009400,Multifamily Housing,31,225.2,1005710025
1009403;1083135,Multifamily Housing,,171,1005717501
1009394,College/University,,172.3,1005717502
1009429,Multifamily Housing,46,,1005720038
1009481,Multifamily Housing,,74,1005730039
1009482,Multifamily Housing,,136.6,1005730043
1009501,Multifamily Housing,,97.2,1005730075
1009504,Multifamily Housing,78,167.5,1005737502
1009539,Multifamily Housing,31,132.8,1005740039
1009558,Multifamily Housing,77,118.5,1005740067
1083136,College/University,,181.2,1005750017
1009584,Multifamily Housing,77,108.2,1005750057
1009599,Multifamily Housing,95,,1005750077
1009609,Multifamily Housing,,132.1,1005760001
1077930;1077932,Multifamily Housing,61,116.9,1005760025
1009617,College/University,,113.8,1005760036
1009620,Office,100,36.8,1005760046
1009622,Multifamily Housing,80,107.3,1005760049
1009632,Multifamily Housing,79,110,1005760066
1009636,Multifamily Housing,30,155.2,1005767501
1066992,Multifamily Housing,70,104.7,1005767502
1080153;1080154;1080155,Residence Hall/Dormitory,19,202.1,1005770015
1083516,Multifamily Housing,,90.8,1005770024
1009714,Multifamily Housing,88,,1005770030
1009717,Office,71,174.5,1005770039
1009719,Multifamily Housing,92,79.6,1005770042
Not Available,College/University,,299.6,1005770071
1009706,Multifamily Housing,27,213.2,1005777502
1009723;1804012,Office,92,212.1,1005780047
1009728,Manufacturing/Industrial Plant,,286.5,1005780067
1009740,Self-Storage Facility,,121.6,1005790030
1009742,Office,53,251.8,1005790047
1009745,Office,96,113.5,1005790070
1088206,Hotel,63,223,1005800015
1080159,Self-Storage Facility,,86.1,1005800022
1009752,Office,,,1005800060
1088514,Hotel,32,253,1005800063
1009754,Office,92,130.4,1005800065
1009746,Office,86,155.4,1005807501
1077816;1084394,Multifamily Housing,,165.9,1005847501
1009904,K-12 School,33,,1005860020
1010086,Multifamily Housing,3,187.1,1005897501
1076078,Multifamily Housing,,174.3,1005907502
1010188,Multifamily Housing,45,,1005910026
1010249,Multifamily Housing,100,49.4,1005920066
1010288,Multifamily Housing,,99,1005947501
1086554,Multifamily Housing,13,167.4,1005947503
1010327,Multifamily Housing,,64.9,1005950016
1076084,Office,91,115.9,1005957501
1087495,Residence Hall/Dormitory,31,208.9,1005957504
1010357,Non-Refrigerated Warehouse,41,173.3,1005960092
1010358,Office,90,,1005970001
1089705,Hotel,6,271.1,1005970005
1010362,Office,84,155.2,1005970012
1010374,Office,50,233.9,1005970055
1010375,Office,,626.1,1005970062
1010382,Office,68,222.1,1006007501
Not Available,Non-Refrigerated Warehouse,,,1006010026
10103939,Other,,310.5,1006010047
1010394,Office,7,375.8,1006010052
1067116,Multifamily Housing,,145.9,1006017501
1086101,Multifamily Housing,33,154.5,1006020010
1010398,Office,79,157.4,1006020036
1086104,Multifamily Housing,,165.6,1006027501
1083158;1083159;1083160;1083161;1083162;1083163;1083164;1083165;1083166;1083167;1083168;1083169;1083170;1083171;1083172;1083173;1083174;1083175˜˜,Multifamily Housing,43,134,1006030001
1010404,Office,,232.9,1006030028
1010405,Multifamily Housing,86,83.6,1006030037
1010406,Multifamily Housing,48,160.2,1006030046
1010422,Multifamily Housing,90,108.6,1006047501
1010577,Multifamily Housing,96,153.9,1006070038
1088864,Multifamily Housing,18,161.2,1006077502
1010619,Multifamily Housing,,147,1006080039
1067315,Multifamily Housing,52,160,1006087501
1010632,Multifamily Housing,,124.2,1006090001
1010633,Office,41,291.1,1006090007
1010639,Office,77,170.6,1006090023
1010653,Multifamily Housing,1,,1006090047
1010640,Multifamily Housing,,,1006097502
1010637,College/University,10,,1006097503
1010692,Multifamily Housing,100,68.9,1006100060
1010699,Multifamily Housing,6,198.9,1006107501
1010852,Multifamily Housing,64,125.4,1006110065
1010899,Multifamily Housing,1,280.1,1006127504
1011018,Multifamily Housing,5,,1006150036
1011053,Multifamily Housing,79,99.5,1006150086
1011064,Multifamily Housing,,146.8,1006160001
1011066,Multifamily Housing,,108.3,1006160011
1067567,Multifamily Housing,89,95.7,1006167501
1011094,Urgent Care/Clinic/Other Outpatient,,181.9,1006170055
1011106,Office,83,134.2,1006180024
1011112,Multifamily Housing,62,128.8,1006180033
1067572,Multifamily Housing,34,172.6,1006187501
1011095,Multifamily Housing,,278.7,1006187504
1011145,Multifamily Housing,,149.9,1006190033
1011189,Multifamily Housing,50,117.5,1006200019
1011185,Multifamily Housing,6,218.6,1006207501
1011368,Multifamily Housing,61,135.6,1006240001
1067716,Multifamily Housing,51,126.8,1006247503
1011377,Multifamily Housing,60,131.8,1006247504
1011370,Multifamily Housing,,111.5,1006247505
1011455,Multifamily Housing,,146.7,1006257501
1011645,Multifamily Housing,56,115.5,1006260012
1000000,Office,70,182.3,1006270043
1087054,Hotel,44,242,1006280004
1011690,Multifamily Housing,15,155.2,1006280017
1011714,Multifamily Housing,78,107.9,1006290044
1011692,Multifamily Housing,2,174.9,1006297503
1011743,Multifamily Housing,100,39.1,1006310001
1011753,Multifamily Housing,6,171.8,1006310030
1011761,Multifamily Housing,1,201.3,1006317502
1011843,Multifamily Housing,77,99,1006320017
1011908,Multifamily Housing,50,117.5,1006340047
1011980,Multifamily Housing,69,,1006360022
1012011,Multifamily Housing,54,133.8,1006370081
1067886,Multifamily Housing,29,156.4,1006377502
1087065,Multifamily Housing,4,222.4,1006377505
1012044,Multifamily Housing,21,,1006380001
1078335;1078336,Multifamily Housing,96,72.8,1006380004
1083551;1083552;1083553;1083554;1083555;1083556;1083557;1083558;1083559;1083560,Multifamily Housing,42,134.9,1006380019
1012047,Multifamily Housing,82,96.7,1006390001
1012049,Multifamily Housing,43,99.4,1006400012
1087474;1805629;1012049,Multifamily Housing,56,125.2,1006400021
1012048,Multifamily Housing,9,167.1,1006407501
1012075,Multifamily Housing,39,153.3,1006410010
1084803,Multifamily Housing,36,150.3,1006410017
1012126,Multifamily Housing,86,96.8,1006420004
1085734,Multifamily Housing,27,156.7,1006427502
1012154,Multifamily Housing,29,136.4,1006430001
1089466,Hotel,1,514.7,1006450011
1080266,Office,75,165.3,1006450029
1012229,Office,9,292.8,1006460027
1088856,Office,69,179.9,1006460032
Not Available,Office,24,361.6,1006467501
1012238,Hotel,,546.4,1006467503
1075683,Non-Refrigerated Warehouse,13,93.3,1006700070
1012268,Office,79,,1006720001
1079184,Mixed Use Property,,63.9,1006730001
1012277,Office,1,708.3,1006870029
1012278,Office,,298.9,1006887501
1012280,Office,67,241.2,1006900012
1012282,Multifamily Housing,16,127.8,1006907501
1012290,Parking,,,1006910043
1087746,Multifamily Housing,,238.4,1006917501
1012287,Multifamily Housing,62,101.1,1006917502
1012294,Other,,86.7,1006920015
1012295,Non-Refrigerated Warehouse,11,148.1,1006920019
1012296,Other,,114.5,1006920023
1080297,Multifamily Housing,38,123.7,1006920030
1012299,Self-Storage Facility,,34.5,1006920041
1012309,Self-Storage Facility,,43.5,1006930014
1087591,Multifamily Housing,70,139.6,1006940039
1012335,Multifamily Housing,40,140.9,1006940042
1012336,Self-Storage Facility,,80,1006940047
1012329,Multifamily Housing,53,105.9,1006947501
1012347,Multifamily Housing,,,1006950015
1012345˜,Multifamily Housing,20,187.8,1006957503
1083568,Multifamily Housing,,126.4,1006957504
1087613,Multifamily Housing,,245.7,1006957506
1089697,Multifamily Housing,,149.3,1006957508
1080308; 1080310; 1080311,Office,94,98.8,1006960049
1012378,Office,,113.6,1006960065
1088748,Multifamily Housing,,152,1006967502
1080314,Office,71,163.4,1006970013
1012382,Office,76,135.2,1006970023
1012384,K-12 School,71,160.8,1006970031
1012385,Other,,87.9,1006970042
1012386,Other,,118.8,1006970047
1087496,Office,42,176.9,1006977501
1805804;1080321,Office,66,170,1006980018
1012403,Office,,123.8,1006990005
1012415,Multifamily Housing,30,135.4,1006990033
1088126,Multifamily Housing,91,81.1,1006997502
1080333,Self-Storage Facility,,68.3,1007010001
1088120,Multifamily Housing,6,216.9,1007010062
1089360,Multifamily Housing,96,91.8,1007017501
1012445;1800710;1810379;1800711;1800709;1089862,Multifamily Housing,,130.3,1007017502
1080338,Office,74,224.8,1007050046
1012472,Office,,55.6,1007060020
1012494,Office,,189.8,1007080037
1012527,Distribution Center,44,155,1007100029
1080355,Office,67,225.7,1007120001
1012535,Office,28,331.8,1007120029
1012541,Office,,357.5,1007130001
1012576;1078408;1078409;1078410;1078411;1078418;1078419;1078420;1078443;1078444;1078445;1087110,Multifamily Housing,2,239.1,1007140031
See Primary BBL,See Primary BBL,,,1007150010
See Primary BBL,See Primary BBL,,,1007160017
See Primary BBL,See Primary BBL,,,1007170019
1080359,Multifamily Housing,,198.8,1007147501
1012565,Multifamily Housing,35,145.1,1007167501
1087721,Multifamily Housing,25,147.7,1007167503
1088185,Multifamily Housing,1,284.1,1007167505
1012607,Multifamily Housing,98,,1007170077
1076123,Multifamily Housing,80,,1007177501
1088184,Multifamily Housing,,158.6,1007187501
1088963,Multifamily Housing,20,135.3,1007187503
1012626,Multifamily Housing,46,135.3,1007190020
1086503,Multifamily Housing,67,119.8,1007200045
1082717,Multifamily Housing,82,97.3,1007210007
1077236;1067979,Multifamily Housing,77,122.8,1007217501
1087713,Multifamily Housing,3,185.5,1007227501
1083580;1083581,Multifamily Housing,12,201.2,1007230015
1012826,Multifamily Housing,20,132.7,1007237501
1811933,Multifamily Housing,84,101.9,1007237502
1012828;1083578;1083579;1083582;1083583;1012827,Multifamily Housing,29,175,1007240010
See Primary BBL,See Primary BBL,,,1007230001
See Primary BBL,See Primary BBL,,,1007240001
See Primary BBL,See Primary BBL,,,1007240015
1012836,Office,96,103.9,1007280060
1012841,Office,88,,1007297501
1085401,Office,58,217.1,1007299001
1012843,Office,55,,1007310001
1012853,Multifamily Housing,76,120.7,1007310060
1012854,Multifamily Housing,,,1007310065
1012857,Multifamily Housing,56,146,1007320007
1012860,Office,90,135.6,1007320036
1077350,Multifamily Housing,36,152.5,1007320058
1087624,Multifamily Housing,58,132.4,1007340037
1012896,Multifamily Housing,,143.6,1007347501
1088764,Multifamily Housing,37,150.2,1007350006
1088683,Multifamily Housing,38,222.5,1007350017
1012987,Multifamily Housing,17,152.8,1007367501
1076128,Multifamily Housing,80,96.6,1007387501
1013043,Office,,20726.3,1007390001
1013044,Hotel,16,272,1007400001
1088116,Multifamily Housing,1,282.7,1007407501
1088885,Hotel,39,310.5,1007407502
1013089,Multifamily Housing,61,121.5,1007410067
1013132,Multifamily Housing,69,113.4,1007427501
1013219,Multifamily Housing,33,154.8,1007430038
1013243,Multifamily Housing,85,110.5,1007440001
1013332,Multifamily Housing,72,117.2,1007457502
1087948,Multifamily Housing,8,205.8,1007457503
1013385,Multifamily Housing,25,130,1007467502
1013429,Multifamily Housing,,134.1,1007467503
1078541,Multifamily Housing,77,,1007470001
1013456,Multifamily Housing,47,168,1007470028
1083596,Multifamily Housing,78,,1007480001
1013458,Multifamily Housing,36,,1007490001
1083599,Multifamily Housing,72,,1007490024
1082793,Multifamily Housing,82,,1007510001
1083605,Multifamily Housing,77,,1007520001
1013498,Multifamily Housing,87,,1007530051
1013528;1013499,Multifamily Housing,86,,1007530056
1013497,Multifamily Housing,82,120.7,1007537502
1013511,Multifamily Housing,25,160.3,1007540001
1013538,Parking,,26.4,1007540063
1013539,Other,,101.6,1007540068
1013540,Office,84,163.2,1007540078
1013552,Multifamily Housing,32,180.5,1007570022
1013547,Office,79,,1007570031
1013553;1084790,Office,95,95,1007570054
1013554,Multifamily Housing,74,140.7,1007570066
1013559,Parking,,25.9,1007580025
1013560,Performing Arts,,193.4,1007580028
Not Available,Hotel,49,202.2,1007580037
1013558,Office,49,,1007587501
1013565,Hotel,66,180.6,1007590014
1013575,Office,89,157.4,1007590037
1013576,Office,91,147.8,1007590045
1013585,Multifamily Housing,93,105.2,1007590072
1013588,Multifamily Housing,,123.3,1007600007
1013590,Office,84,148.2,1007600012
1013592,Hotel,40,,1007600018
1013594,Office,84,152.7,1007600021
1013596,Office,85,155.4,1007600032
1013599,Office,76,180.4,1007600043
˜1013601˜˜˜˜,Other,,51.9,1007600055
1013604,Office,92,134.4,1007600063
1013606;1013605,Multifamily Housing,29,166.3,1007600068
1013617,Multifamily Housing,100,,1007610020
1013618,Office,100,68.7,1007610022
Not Available,Hotel,99,75.2,1007610028
1013622,Office,,173.7,1007610033
1013623,Office,99,82.6,1007610037
1013625,Office,85,132.6,1007610041
1087840,Multifamily Housing,,177.2,1007610043
1013628,Mixed Use Property,52,134.9,1007610059
1013637,Office,83,138.2,1007620011
1013639,Multifamily Housing,,,1007620014
1013642,Office,95,131.9,1007620019
1013643,Office,84,144.8,1007620025
1013644,Office,83,169.7,1007620033
1013646,Office,90,135.3,1007620042
1013650,Office,89,147.5,1007620050
Not Available,Hotel,65,201.4,1007630012
Not Available,Hotel,56,194.5,1007630013
Not Available,Hotel,57,226,1007630014
1013681,Office,86,147,1007630018
1013683,Office,85,132.7,1007630024
1013691,Office,81,140.6,1007630049
1087259,Hotel,44,250,1007630054
1087265,Hotel,6,427.1,1007630056
1088524,Hotel,41,275.2,1007630065
1013682,Office,91,129.8,1007637502
1087826,Multifamily Housing,3,178.6,1007639008
See Primary BBL,See Primary BBL,,,1007630008
1013711,Office,89,131.9,1007640001
1013735,Multifamily Housing,75,114.3,1007640042
